Ens_ID	ActA_wt_96h_rep1	ActA_wt_96h_rep2	ActA_BADC_96h_rep1	ActA_BADC_96h_rep2	ActA_wt_120h_rep1	ActA_wt_120h_rep2	ActA_BADC_120h_rep1	ActA_BADC_120h_rep2
ENSMUSG00000062961	5	12	6	5	15	13	7	7
ENSMUSG00000062962	26	36	35	29	2	0	0	0
ENSMUSG00000062963	1549	1773	1398	1058	673	668	692	633
ENSMUSG00000062980	14	8	4	6	80	66	11	12
ENSMUSG00000062981	2406	2689	2107	1469	556	605	743	660
ENSMUSG00000062987	0	0	0	0	0	0	0	0
ENSMUSG00000062991	19	9	12	7	104	82	24	22
ENSMUSG00000062995	178	248	178	134	55	44	43	32
ENSMUSG00000062997	10130	12146	9892	6656	5383	5375	5609	5737
ENSMUSG00000063001	59	82	78	70	1	2	4	1
ENSMUSG00000063011	0	0	0	1	1	1	0	0
ENSMUSG00000063015	5802	6623	5482	3723	2296	2208	3332	2964
ENSMUSG00000063018	438	532	380	281	98	123	127	126
ENSMUSG00000063019	1015	1168	953	667	386	452	467	464
ENSMUSG00000063020	0	0	0	0	0	0	0	0
ENSMUSG00000063021	10	12	9	10	1	3	0	4
ENSMUSG00000063047	297	311	321	211	91	84	120	121
ENSMUSG00000063049	411	422	417	301	130	156	215	201
ENSMUSG00000063052	1798	2176	1917	1326	636	613	938	898
ENSMUSG00000063058	1	0	0	0	1	0	0	0
ENSMUSG00000063060	5	1	5	8	6	2	18	19
ENSMUSG00000063063	22	24	16	14	23	27	3	5
ENSMUSG00000063065	3640	4208	3081	1963	1600	1466	2097	1966
ENSMUSG00000063077	2106	2374	1492	1124	884	851	1117	1008
ENSMUSG00000063087	0	1	2	4	8	3	6	8
ENSMUSG00000063089	0	0	0	0	0	0	0	0
ENSMUSG00000063106	0	0	0	0	0	0	0	0
ENSMUSG00000063108	1030	1203	1134	763	564	555	612	566
ENSMUSG00000063109	0	2	6	0	3	0	2	0
ENSMUSG00000063116	0	0	0	0	0	0	0	0
ENSMUSG00000063120	0	0	0	0	0	0	0	0
ENSMUSG00000063129	16	11	26	19	0	0	1	1
ENSMUSG00000063130	7	6	3	2	1	1	0	0
ENSMUSG00000063133	0	0	0	0	0	0	0	0
ENSMUSG00000063137	0	0	0	0	0	0	0	0
ENSMUSG00000063142	25	33	27	13	12	10	3	3
ENSMUSG00000063145	220	268	185	157	88	91	106	92
ENSMUSG00000063146	416	465	415	292	386	343	559	552
ENSMUSG00000063157	0	0	0	0	0	0	0	0
ENSMUSG00000063160	783	912	798	555	314	303	413	372
ENSMUSG00000063163	0	0	0	0	0	0	0	0
ENSMUSG00000063166	6	10	7	5	0	0	0	1
ENSMUSG00000063171	3803	4271	3487	2247	1165	1152	1183	1079
ENSMUSG00000063172	394	427	426	278	97	98	108	129
ENSMUSG00000063173	0	0	0	0	0	0	0	0
ENSMUSG00000063176	0	0	0	0	0	0	0	0
ENSMUSG00000063177	0	0	0	1	0	0	0	0
ENSMUSG00000063179	651	773	533	406	334	334	326	284
ENSMUSG00000063188	0	0	0	0	0	0	0	0
ENSMUSG00000063193	0	0	0	0	0	0	0	0
ENSMUSG00000063200	1383	1630	1271	896	590	583	487	531
ENSMUSG00000063206	0	0	0	0	0	0	0	0
ENSMUSG00000063216	0	0	0	0	0	0	0	0
ENSMUSG00000063221	0	0	0	0	0	0	0	0
ENSMUSG00000063225	0	0	0	0	0	0	0	0
ENSMUSG00000063229	69060	82281	56000	37859	16251	16020	19500	18601
ENSMUSG00000063230	0	0	0	0	0	0	0	0
ENSMUSG00000063232	0	0	0	0	0	1	0	0
ENSMUSG00000063234	0	2	0	0	3	0	1	1
ENSMUSG00000063235	624	708	506	354	289	290	195	245
ENSMUSG00000063236	867	1012	866	635	353	361	407	374
ENSMUSG00000063239	124	128	121	108	25	29	36	38
ENSMUSG00000063240	0	0	0	0	0	0	0	0
ENSMUSG00000063245	14	24	15	16	1	4	3	2
ENSMUSG00000063251	0	0	0	0	0	0	0	0
ENSMUSG00000063252	0	0	0	0	0	0	0	0
ENSMUSG00000063253	373	403	382	262	285	251	342	328
ENSMUSG00000063260	1	1	0	0	1	0	0	0
ENSMUSG00000063268	2614	2906	4028	2900	89	88	136	122
ENSMUSG00000063273	3562	4075	3519	2406	1323	1216	1994	1807
ENSMUSG00000063275	421	477	379	259	125	117	177	135
ENSMUSG00000063277	0	0	0	0	0	0	0	0
ENSMUSG00000063281	634	757	572	404	413	345	437	420
ENSMUSG00000063286	0	0	0	0	0	0	0	0
ENSMUSG00000063296	13	17	13	13	1	6	16	9
ENSMUSG00000063297	2	1	3	0	5	2	19	11
ENSMUSG00000063305	0	0	0	0	0	0	0	0
ENSMUSG00000063314	52	72	64	42	5	6	6	6
ENSMUSG00000063316	14225	16962	13311	8751	5428	5592	6008	5317
ENSMUSG00000063317	611	607	507	384	335	303	412	374
ENSMUSG00000063320	260	299	280	167	50	70	63	76
ENSMUSG00000063328	100	118	144	91	4	11	4	7
ENSMUSG00000063334	1627	1922	1468	1095	521	513	762	758
ENSMUSG00000063350	0	0	1	1	0	0	0	0
ENSMUSG00000063354	292	381	104	62	194	223	21	17
ENSMUSG00000063358	7887	8938	7741	5326	2206	2250	2836	2523
ENSMUSG00000063362	1271	1496	1257	916	609	556	691	663
ENSMUSG00000063364	12	23	15	15	10	17	6	8
ENSMUSG00000063374	0	0	0	0	0	0	0	0
ENSMUSG00000063376	0	0	0	0	0	0	0	0
ENSMUSG00000063380	0	0	0	0	0	0	0	0
ENSMUSG00000063382	748	791	651	474	509	446	630	604
ENSMUSG00000063383	27	28	15	12	11	16	7	4
ENSMUSG00000063386	0	0	0	0	0	0	0	0
ENSMUSG00000063388	13	10	32	32	3	3	0	0
ENSMUSG00000063394	0	0	0	0	0	0	0	0
ENSMUSG00000063406	613	809	684	484	400	320	482	430
ENSMUSG00000063409	5	3	7	6	0	0	0	0
ENSMUSG00000063410	2227	2631	2248	1531	620	559	921	797
ENSMUSG00000063412	86	112	108	70	38	27	37	40
ENSMUSG00000063415	5	10	5	4	29	15	29	22
ENSMUSG00000063428	3	11	7	2	3	5	2	0
ENSMUSG00000063430	13	9	7	4	3	7	36	43
ENSMUSG00000063434	1	1	3	1	8	10	58	52
ENSMUSG00000063439	384	410	397	288	190	206	231	190
ENSMUSG00000063442	41	42	46	29	3	0	3	1
ENSMUSG00000063445	1800	2015	1724	1232	931	944	1125	1081
ENSMUSG00000063446	41	34	45	34	59	50	21	16
ENSMUSG00000063447	0	0	0	0	0	0	0	0
ENSMUSG00000063450	412	481	253	188	492	485	470	417
ENSMUSG00000063455	688	761	476	338	548	536	564	441
ENSMUSG00000063457	20584	23893	18988	14021	13458	14531	14622	13375
ENSMUSG00000063458	1	1	4	2	6	7	7	9
ENSMUSG00000063478	0	0	0	0	0	0	0	0
ENSMUSG00000063480	4678	5248	3913	2641	1983	1820	2237	2205
ENSMUSG00000063488	36	41	58	29	24	24	26	26
ENSMUSG00000063506	140	187	96	65	40	32	42	36
ENSMUSG00000063507	0	0	0	0	0	0	0	0
ENSMUSG00000063511	6085	7122	6212	4484	3657	3770	4237	3772
ENSMUSG00000063514	1	4	2	1	0	0	0	0
ENSMUSG00000063522	0	0	0	0	0	0	0	0
ENSMUSG00000063524	44382	50006	45687	34065	8663	8698	14822	13731
ENSMUSG00000063529	0	0	0	0	0	0	0	0
ENSMUSG00000063531	251	310	344	237	266	252	175	154
ENSMUSG00000063535	83	87	109	74	35	30	28	23
ENSMUSG00000063543	20	21	10	13	4	3	5	4
ENSMUSG00000063548	0	0	1	0	1	0	0	0
ENSMUSG00000063549	0	0	1	2	0	0	0	0
ENSMUSG00000063550	2964	3365	2657	1878	1035	1011	1549	1374
ENSMUSG00000063556	5	11	14	11	0	1	1	2
ENSMUSG00000063558	12	8	10	2	6	6	20	12
ENSMUSG00000063564	180	183	69	50	374	356	518	474
ENSMUSG00000063568	25	32	31	21	7	10	1	6
ENSMUSG00000063576	3561	4158	3435	2383	1708	1606	1885	1766
ENSMUSG00000063582	0	0	0	0	0	0	0	0
ENSMUSG00000063583	0	0	0	2	1	0	0	0
ENSMUSG00000063586	256	320	321	292	6	6	8	10
ENSMUSG00000063590	0	0	0	0	0	0	0	0
ENSMUSG00000063594	26	22	21	14	16	11	19	7
ENSMUSG00000063600	3	4	4	4	3	3	3	2
ENSMUSG00000063605	133	157	86	71	55	78	81	59
ENSMUSG00000063611	8	5	5	0	3	2	0	0
ENSMUSG00000063615	0	0	0	0	0	0	0	0
ENSMUSG00000063623	2	3	4	6	3	2	0	7
ENSMUSG00000063626	28	24	13	10	11	9	8	5
ENSMUSG00000063628	32	37	58	48	2	1	2	0
ENSMUSG00000063632	3205	3608	4441	3303	1782	1677	2603	2311
ENSMUSG00000063646	18	22	8	5	2	2	3	4
ENSMUSG00000063651	0	0	1	0	0	1	0	0
ENSMUSG00000063652	133	151	126	88	56	60	66	77
ENSMUSG00000063656	0	0	0	0	0	0	0	0
ENSMUSG00000063659	1027	1079	1506	1041	1023	938	2745	2482
ENSMUSG00000063660	0	0	0	0	0	0	0	0
ENSMUSG00000063661	3	4	0	0	0	0	0	0
ENSMUSG00000063663	820	965	755	593	350	292	460	420
ENSMUSG00000063672	0	0	0	0	1	0	1	0
ENSMUSG00000063681	18	12	22	18	18	17	2	2
ENSMUSG00000063683	0	1	0	0	0	0	0	0
ENSMUSG00000063684	40	59	80	56	7	8	9	6
ENSMUSG00000063687	3	3	7	6	4	2	3	1
ENSMUSG00000063689	1	2	1	0	0	0	0	1
ENSMUSG00000063694	2076	2519	2315	1550	762	775	1155	1042
ENSMUSG00000063696	21095	24250	21030	13925	11110	11384	13718	13019
ENSMUSG00000063698	76	103	107	66	50	38	37	30
ENSMUSG00000063704	39	65	16	19	91	106	13	11
ENSMUSG00000063713	1	0	2	2	3	0	1	0
ENSMUSG00000063714	113	113	149	118	66	72	84	69
ENSMUSG00000063715	0	0	0	0	0	0	0	0
ENSMUSG00000063727	13	17	14	13	1	1	1	3
ENSMUSG00000063728	0	0	0	0	0	0	0	0
ENSMUSG00000063730	0	0	0	0	0	0	0	0
ENSMUSG00000063739	22	18	22	18	1	0	0	1
ENSMUSG00000063751	2	3	2	1	0	0	0	0
ENSMUSG00000063754	191	274	243	178	8	18	6	14
ENSMUSG00000063760	388	449	405	272	162	176	238	253
ENSMUSG00000063762	0	0	0	0	0	0	0	0
ENSMUSG00000063764	0	0	0	0	0	0	0	0
ENSMUSG00000063765	40	39	14	12	10	5	1	4
ENSMUSG00000063767	0	0	0	0	0	0	0	0
ENSMUSG00000063777	0	0	0	0	0	0	0	0
ENSMUSG00000063779	0	0	0	0	0	0	0	0
ENSMUSG00000063780	0	0	0	0	0	0	0	0
ENSMUSG00000063785	2196	2464	2214	1491	476	510	661	626
ENSMUSG00000063787	1609	1926	1701	1151	964	1021	913	814
ENSMUSG00000063796	3	2	0	0	33	26	1	1
ENSMUSG00000063800	1913	2413	1944	1411	664	727	750	773
ENSMUSG00000063801	2212	2472	1905	1345	997	1028	1245	1192
ENSMUSG00000063802	1602	1903	1420	938	640	596	857	748
ENSMUSG00000063804	1730	1818	1908	1399	1006	946	1045	1009
ENSMUSG00000063808	507	586	455	308	169	133	188	164
ENSMUSG00000063810	718	827	618	403	349	355	429	359
ENSMUSG00000063816	20	35	45	36	2	0	2	2
ENSMUSG00000063820	1	2	4	0	2	2	2	1
ENSMUSG00000063821	0	2	0	0	0	0	0	2
ENSMUSG00000063823	0	0	0	0	0	0	0	0
ENSMUSG00000063827	0	0	0	0	0	0	0	0
ENSMUSG00000063830	26	35	29	41	1	0	0	2
ENSMUSG00000063838	509	634	784	544	97	98	121	133
ENSMUSG00000063842	0	0	0	0	0	0	0	0
ENSMUSG00000063844	0	0	0	0	0	0	0	0
ENSMUSG00000063846	0	0	0	0	0	0	0	0
ENSMUSG00000063849	515	566	475	366	443	445	556	503
ENSMUSG00000063851	3	1	2	1	0	3	0	1
ENSMUSG00000063856	6680	7882	5774	4252	2846	2713	2447	2233
ENSMUSG00000063867	0	0	0	0	0	0	0	0
ENSMUSG00000063870	9515	10580	8248	6244	3982	3937	5495	5109
ENSMUSG00000063873	73	72	33	8	27	27	71	58
ENSMUSG00000063875	55	81	76	65	7	8	10	5
ENSMUSG00000063881	0	0	0	1	0	0	0	0
ENSMUSG00000063882	4811	5632	5088	3464	1851	2071	1902	1811
ENSMUSG00000063884	2658	3296	2762	1857	1246	1185	1550	1549
ENSMUSG00000063885	2	1	7	2	0	0	1	1
ENSMUSG00000063887	0	0	0	0	2	1	0	0
ENSMUSG00000063888	6194	7125	5377	3666	1994	1933	2483	2346
ENSMUSG00000063889	156	184	138	97	73	67	70	93
ENSMUSG00000063894	823	902	993	727	577	588	791	710
ENSMUSG00000063897	765	820	885	541	489	408	458	364
ENSMUSG00000063900	0	0	0	0	0	0	0	0
ENSMUSG00000063902	914	1020	958	808	257	268	390	336
ENSMUSG00000063903	0	2	0	0	0	0	0	0
ENSMUSG00000063904	5210	6191	5180	3757	1578	1578	2197	2101
ENSMUSG00000063905	1	0	0	0	0	0	0	0
ENSMUSG00000063911	0	1	0	0	0	1	0	0
ENSMUSG00000063919	237	245	235	167	43	46	66	73
ENSMUSG00000063929	1	0	0	0	0	0	0	0
ENSMUSG00000063931	1076	1275	914	709	343	362	439	429
ENSMUSG00000063932	0	0	0	0	0	0	0	0
ENSMUSG00000063935	0	0	0	0	0	1	1	0
ENSMUSG00000063952	1729	1900	1700	1135	1191	1173	1508	1369
ENSMUSG00000063953	127	152	142	114	49	64	79	66
ENSMUSG00000063954	0	0	0	0	0	0	1	0
ENSMUSG00000063971	0	0	0	0	0	0	0	0
ENSMUSG00000063972	5106	5735	4184	3293	1539	1474	1977	1745
ENSMUSG00000063975	0	0	0	0	0	1	0	0
ENSMUSG00000063994	0	0	0	0	0	0	0	0
ENSMUSG00000063998	1	0	0	0	0	0	0	0
ENSMUSG00000064006	0	0	0	0	0	0	0	0
ENSMUSG00000064010	0	0	0	0	0	0	0	0
ENSMUSG00000064016	0	1	3	1	2	0	0	1
ENSMUSG00000064023	86	97	68	39	50	62	24	19
ENSMUSG00000064030	1653	1903	1445	959	620	606	691	677
ENSMUSG00000064032	4	7	4	6	5	5	6	10
ENSMUSG00000064036	5	3	3	1	3	2	2	5
ENSMUSG00000064037	1735	2010	1593	1098	809	791	1180	1034
ENSMUSG00000064039	0	0	0	0	0	1	0	0
ENSMUSG00000064043	964	1056	883	614	295	292	264	256
ENSMUSG00000064044	0	0	0	0	0	0	0	0
ENSMUSG00000064052	4	0	0	0	0	0	0	2
ENSMUSG00000064057	0	0	1	1	0	0	0	0
ENSMUSG00000064061	997	1120	861	604	686	694	881	776
ENSMUSG00000064063	6	4	10	7	0	1	0	2
ENSMUSG00000064065	6	4	2	2	3	3	1	2
ENSMUSG00000064068	1599	1932	1444	894	731	701	848	783
ENSMUSG00000064080	132	157	91	50	91	87	79	76
ENSMUSG00000064081	7	20	8	8	0	0	0	0
ENSMUSG00000064084	0	0	0	0	0	0	0	0
ENSMUSG00000064090	262	310	320	213	120	116	113	106
ENSMUSG00000064105	397	446	289	188	71	93	107	115
ENSMUSG00000064109	4	5	3	3	3	1	0	2
ENSMUSG00000064110	0	0	0	0	0	0	0	0
ENSMUSG00000064115	27	31	19	5	6	1	3	3
ENSMUSG00000064120	830	964	730	489	235	259	274	218
ENSMUSG00000064121	0	0	0	0	0	0	0	0
ENSMUSG00000064125	454	500	340	251	601	552	103	104
ENSMUSG00000064127	2445	2642	2472	1787	635	658	932	746
ENSMUSG00000064128	383	490	447	281	147	150	223	201
ENSMUSG00000064129	0	0	0	0	0	0	0	0
ENSMUSG00000064137	0	0	0	0	0	0	0	0
ENSMUSG00000064138	427	506	388	290	204	210	201	221
ENSMUSG00000064140	1	0	1	0	0	0	1	2
ENSMUSG00000064141	73	77	78	53	44	45	39	49
ENSMUSG00000064145	1716	1947	1743	1159	777	788	966	989
ENSMUSG00000064147	0	1	0	0	0	1	0	0
ENSMUSG00000064156	0	0	0	0	0	0	0	0
ENSMUSG00000064158	8	4	6	3	2	6	2	2
ENSMUSG00000064165	0	0	0	0	1	1	1	0
ENSMUSG00000064177	2	0	1	0	3	1	0	2
ENSMUSG00000064179	48	56	28	26	88	91	1	6
ENSMUSG00000064181	751	832	615	441	281	252	197	205
ENSMUSG00000064193	91	130	141	100	6	6	10	10
ENSMUSG00000064194	16	31	6	6	11	6	1	0
ENSMUSG00000064201	0	0	0	0	0	0	0	0
ENSMUSG00000064202	2	2	4	2	3	1	0	2
ENSMUSG00000064208	10	21	9	10	3	0	3	2
ENSMUSG00000064210	1055	1102	828	634	393	421	558	539
ENSMUSG00000064213	1	0	0	0	1	3	0	0
ENSMUSG00000064215	282	291	801	521	6	4	21	11
ENSMUSG00000064220	0	0	0	0	0	0	0	0
ENSMUSG00000064223	0	0	0	0	0	0	0	0
ENSMUSG00000064224	0	0	0	0	2	0	0	0
ENSMUSG00000064225	11	11	11	2	6	3	18	8
ENSMUSG00000064231	29	35	39	35	1	1	3	1
ENSMUSG00000064232	0	0	0	0	0	0	0	0
ENSMUSG00000064246	9	5	1	1	2	2	1	1
ENSMUSG00000064247	105	109	90	74	36	51	7	12
ENSMUSG00000064252	0	0	0	0	0	0	0	0
ENSMUSG00000064254	426	438	348	228	95	89	135	125
ENSMUSG00000064259	0	0	0	0	0	0	0	0
ENSMUSG00000064262	3	5	4	1	5	2	3	4
ENSMUSG00000064263	3	1	1	1	2	1	1	5
ENSMUSG00000064264	926	1010	815	625	248	277	372	387
ENSMUSG00000064267	417	484	367	258	136	166	168	131
ENSMUSG00000064272	1	1	1	0	8	4	28	22
ENSMUSG00000064280	10	9	2	2	0	0	1	0
ENSMUSG00000064281	59	72	64	45	5	2	8	5
ENSMUSG00000064284	264	276	173	131	83	110	91	76
ENSMUSG00000064288	6	3	5	2	3	1	0	1
ENSMUSG00000064289	511	633	732	522	241	229	435	410
ENSMUSG00000064293	8	10	5	7	6	5	1	2
ENSMUSG00000064294	1	0	0	0	2	2	1	2
ENSMUSG00000064299	0	2	1	0	0	0	0	0
ENSMUSG00000064302	2563	2756	2082	1631	1185	1133	1575	1432
ENSMUSG00000064307	73	89	68	44	41	33	51	26
ENSMUSG00000064308	10	4	0	0	5	0	1	0
ENSMUSG00000064310	0	0	0	0	2	1	3	4
ENSMUSG00000064317	13	22	18	20	10	22	13	15
ENSMUSG00000064325	23	23	5	2	102	84	8	9
ENSMUSG00000064326	2512	2753	2187	1467	963	966	1084	1039
ENSMUSG00000064329	14	15	19	21	5	3	3	3
ENSMUSG00000064330	0	0	0	0	0	0	0	0
ENSMUSG00000064333	0	0	0	0	0	0	0	0
ENSMUSG00000064336	0	0	0	0	0	0	0	0
ENSMUSG00000064337	818	1256	1004	623	340	296	268	224
ENSMUSG00000064338	0	0	0	0	0	0	0	0
ENSMUSG00000064339	2270	3114	2793	1769	768	716	1753	1678
ENSMUSG00000064340	0	0	0	0	0	0	0	0
ENSMUSG00000064341	45220	53667	44136	23474	9018	9263	12865	12220
ENSMUSG00000064342	0	2	2	0	0	0	0	0
ENSMUSG00000064343	0	5	0	0	4	4	3	2
ENSMUSG00000064344	0	1	1	1	0	1	0	0
ENSMUSG00000064345	19704	24550	18778	9687	4971	4958	6911	6382
ENSMUSG00000064346	57	67	39	17	38	23	32	29
ENSMUSG00000064347	0	4	0	1	0	0	0	1
ENSMUSG00000064348	0	0	0	0	0	0	0	0
ENSMUSG00000064349	0	0	0	0	0	0	0	0
ENSMUSG00000064350	0	1	0	0	1	1	0	0
ENSMUSG00000064351	70787	83386	69634	42590	20793	18680	27332	24787
ENSMUSG00000064352	0	1	0	0	0	0	0	0
ENSMUSG00000064353	0	0	0	0	0	0	0	0
ENSMUSG00000064354	170	213	189	147	13	31	29	26
ENSMUSG00000064355	0	0	0	0	0	0	0	0
ENSMUSG00000064356	168	232	156	101	7	16	23	17
ENSMUSG00000064358	182	273	236	157	21	30	32	30
ENSMUSG00000064359	0	0	0	0	0	0	0	0
ENSMUSG00000064360	36	58	47	44	6	4	16	13
ENSMUSG00000064361	0	0	0	0	0	0	0	0
ENSMUSG00000064363	11712	13313	10736	6812	3943	3641	4871	4492
ENSMUSG00000064364	0	0	0	0	0	0	0	0
ENSMUSG00000064365	0	0	0	0	0	0	0	0
ENSMUSG00000064366	0	0	0	0	0	0	0	0
ENSMUSG00000064367	20463	22064	18815	10074	7727	7084	10346	9066
ENSMUSG00000064368	54	230	36	68	59	88	88	71
ENSMUSG00000064369	0	0	0	0	0	0	0	1
ENSMUSG00000064370	39695	47387	35759	19454	11005	9533	13409	11533
ENSMUSG00000064371	14	18	16	9	2	1	8	5
ENSMUSG00000064372	5	24	0	4	5	11	12	6
ENSMUSG00000064373	343	401	291	219	1520	1553	416	349
ENSMUSG00000064377	0	0	0	0	0	0	0	0
ENSMUSG00000064380	13	20	10	9	14	10	13	13
ENSMUSG00000064382	20	30	27	22	16	12	9	14
ENSMUSG00000064386	0	0	0	0	0	0	0	0
ENSMUSG00000064387	11	18	26	22	14	8	11	9
ENSMUSG00000064389	0	2	3	3	2	2	2	1
ENSMUSG00000064390	8	9	9	10	3	19	12	12
ENSMUSG00000064391	0	0	0	0	0	0	0	0
ENSMUSG00000064392	2	1	0	2	0	0	0	0
ENSMUSG00000064393	0	0	0	0	0	0	0	0
ENSMUSG00000064394	0	0	0	0	0	0	0	0
ENSMUSG00000064395	0	0	0	0	0	0	0	0
ENSMUSG00000064397	0	0	0	0	0	0	0	0
ENSMUSG00000064398	1	1	0	0	0	1	1	0
ENSMUSG00000064399	0	0	0	0	0	0	0	0
ENSMUSG00000064400	0	0	0	0	0	0	0	0
ENSMUSG00000064403	0	0	0	0	0	0	0	0
ENSMUSG00000064405	0	0	0	0	0	0	0	0
ENSMUSG00000064407	0	0	0	0	0	0	0	0
ENSMUSG00000064408	0	0	0	0	0	0	0	0
ENSMUSG00000064409	1	0	0	0	1	0	0	0
ENSMUSG00000064410	0	0	1	0	0	0	0	2
ENSMUSG00000064412	0	2	0	0	0	0	0	0
ENSMUSG00000064413	0	0	0	0	0	0	0	0
ENSMUSG00000064414	0	0	0	0	0	0	0	0
ENSMUSG00000064416	0	0	0	0	0	0	0	0
ENSMUSG00000064417	0	0	0	0	0	0	0	0
ENSMUSG00000064419	0	0	0	0	0	0	0	0
ENSMUSG00000064422	0	0	0	0	0	0	0	0
ENSMUSG00000064424	0	0	0	0	0	0	0	0
ENSMUSG00000064427	18	25	18	13	10	16	17	27
ENSMUSG00000064428	0	0	0	0	0	0	0	0
ENSMUSG00000064429	0	0	0	0	0	0	0	0
ENSMUSG00000064432	0	0	0	0	0	0	0	0
ENSMUSG00000064433	0	0	0	0	0	0	0	0
ENSMUSG00000064435	2	0	0	0	0	0	0	0
ENSMUSG00000064436	0	0	0	0	0	0	0	0
ENSMUSG00000064437	18	19	27	15	15	5	13	9
ENSMUSG00000064440	0	0	0	0	0	0	0	0
ENSMUSG00000064441	2	4	4	2	1	1	4	3
ENSMUSG00000064442	0	0	0	0	0	0	0	0
ENSMUSG00000064443	0	0	0	0	0	0	0	0
ENSMUSG00000064444	0	0	0	0	0	0	0	0
ENSMUSG00000064446	0	0	0	0	0	0	0	0
ENSMUSG00000064450	20	17	21	18	6	7	6	9
ENSMUSG00000064451	5	5	5	4	4	7	5	10
ENSMUSG00000064452	18	10	23	16	7	7	13	14
ENSMUSG00000064453	32	48	53	41	27	23	29	34
ENSMUSG00000064455	0	0	0	0	0	0	0	0
ENSMUSG00000064460	0	0	0	0	0	0	0	0
ENSMUSG00000064463	0	0	0	0	0	0	0	0
ENSMUSG00000064464	0	0	0	0	0	0	0	0
ENSMUSG00000064467	0	0	0	0	0	0	0	0
ENSMUSG00000064468	0	0	0	0	0	0	0	0
ENSMUSG00000064471	0	0	0	0	0	0	0	0
ENSMUSG00000064472	0	0	0	0	1	0	0	0
ENSMUSG00000064476	0	0	0	0	0	0	0	0
ENSMUSG00000064477	0	0	0	0	0	0	0	0
ENSMUSG00000064481	0	0	0	0	0	0	0	0
ENSMUSG00000064485	0	0	0	0	0	0	0	0
ENSMUSG00000064486	0	0	0	0	0	0	0	0
ENSMUSG00000064487	0	0	0	0	0	0	0	0
ENSMUSG00000064489	0	0	0	0	0	0	1	0
ENSMUSG00000064490	0	0	0	0	0	0	0	0
ENSMUSG00000064491	0	0	0	0	1	1	0	0
ENSMUSG00000064492	0	0	0	0	0	0	0	0
ENSMUSG00000064493	34	43	42	27	47	45	46	37
ENSMUSG00000064494	1	1	0	0	0	0	0	0
ENSMUSG00000064495	3	0	4	0	0	0	1	0
ENSMUSG00000064496	0	0	0	0	0	0	0	0
ENSMUSG00000064497	0	0	0	0	0	0	0	0
ENSMUSG00000064500	29	33	29	13	19	22	20	28
ENSMUSG00000064507	0	0	0	0	0	0	0	0
ENSMUSG00000064508	1	0	0	0	0	0	0	0
ENSMUSG00000064510	0	0	0	0	0	0	0	0
ENSMUSG00000064511	0	0	0	0	0	0	0	0
ENSMUSG00000064512	0	0	0	0	0	0	0	0
ENSMUSG00000064513	0	0	0	0	0	0	0	0
ENSMUSG00000064514	33	33	35	9	16	19	18	18
ENSMUSG00000064515	0	0	0	0	0	0	0	0
ENSMUSG00000064517	0	0	0	0	0	0	0	0
ENSMUSG00000064519	0	0	0	0	0	0	0	0
ENSMUSG00000064522	0	0	0	0	0	0	0	0
ENSMUSG00000064524	0	0	0	0	0	0	0	0
ENSMUSG00000064525	0	0	0	0	0	0	0	0
ENSMUSG00000064526	0	0	0	0	0	0	0	0
ENSMUSG00000064527	0	0	0	0	0	0	0	0
ENSMUSG00000064529	0	0	0	0	0	0	0	0
ENSMUSG00000064530	0	0	0	0	0	0	0	0
ENSMUSG00000064532	0	0	0	0	0	0	0	0
ENSMUSG00000064536	0	0	0	0	0	0	0	0
ENSMUSG00000064540	1	5	2	2	0	4	1	0
ENSMUSG00000064541	0	0	0	0	0	0	0	0
ENSMUSG00000064542	4	7	11	4	12	4	8	5
ENSMUSG00000064543	0	0	0	0	0	0	0	0
ENSMUSG00000064545	0	0	0	0	0	0	0	0
ENSMUSG00000064547	0	0	0	0	0	0	0	0
ENSMUSG00000064548	0	0	0	0	0	0	0	0
ENSMUSG00000064549	0	0	0	0	0	0	0	0
ENSMUSG00000064550	0	0	0	0	0	0	0	0
ENSMUSG00000064551	0	0	0	0	0	0	0	0
ENSMUSG00000064553	0	0	0	0	0	0	0	0
ENSMUSG00000064554	0	0	0	0	0	0	0	0
ENSMUSG00000064555	0	0	0	0	0	0	0	0
ENSMUSG00000064556	0	0	0	0	0	0	0	0
ENSMUSG00000064558	0	2	0	0	0	3	0	1
ENSMUSG00000064563	0	0	0	0	0	0	0	0
ENSMUSG00000064565	0	0	0	1	0	0	0	0
ENSMUSG00000064566	0	0	0	0	0	0	0	0
ENSMUSG00000064567	0	0	0	0	0	0	0	0
ENSMUSG00000064569	0	0	0	0	0	0	0	0
ENSMUSG00000064570	0	0	0	0	0	0	0	0
ENSMUSG00000064572	0	0	0	0	0	0	0	0
ENSMUSG00000064573	0	0	0	0	0	0	0	0
ENSMUSG00000064574	0	0	0	0	0	0	0	0
ENSMUSG00000064575	0	0	0	0	0	0	0	0
ENSMUSG00000064577	0	0	0	0	0	0	0	0
ENSMUSG00000064579	0	0	0	0	0	0	0	0
ENSMUSG00000064580	0	0	0	0	1	0	0	0
ENSMUSG00000064581	0	0	0	0	0	0	0	0
ENSMUSG00000064582	0	0	0	0	0	0	0	0
ENSMUSG00000064584	0	0	0	0	0	0	0	0
ENSMUSG00000064585	1	3	3	0	1	3	1	0
ENSMUSG00000064586	0	0	0	0	0	0	0	0
