Ens_ID	wt_120h_rep1	wt_120h_rep2	ActA_wt_120h_rep1	ActA_wt_120h_rep2	ActA_wt_96h_rep1	ActA_wt_96h_rep2	wt_96h_rep1	wt_96h_rep2
ENSMUSG00000064422	0	0	0	0	0	0	0	0
ENSMUSG00000064424	0	0	0	0	0	0	0	0
ENSMUSG00000064427	20	24	10	16	18	25	10	18
ENSMUSG00000064428	0	0	0	0	0	0	0	0
ENSMUSG00000064429	0	0	0	0	0	0	0	0
ENSMUSG00000064432	0	0	0	0	0	0	0	0
ENSMUSG00000064433	0	0	0	0	0	0	0	0
ENSMUSG00000064435	0	0	0	0	2	0	0	0
ENSMUSG00000064436	0	0	0	0	0	0	0	0
ENSMUSG00000064437	9	4	15	5	18	19	19	30
ENSMUSG00000064440	0	0	0	0	0	0	0	0
ENSMUSG00000064441	0	2	1	1	2	4	5	7
ENSMUSG00000064442	0	0	0	0	0	0	0	0
ENSMUSG00000064443	0	0	0	0	0	0	0	0
ENSMUSG00000064444	0	0	0	0	0	0	0	0
ENSMUSG00000064446	0	0	0	0	0	0	0	0
ENSMUSG00000064450	3	3	6	7	20	17	20	17
ENSMUSG00000064451	8	5	4	7	5	5	5	8
ENSMUSG00000064452	15	16	7	7	18	10	2	7
ENSMUSG00000064453	23	19	27	23	32	48	36	50
ENSMUSG00000064455	0	0	0	0	0	0	0	0
ENSMUSG00000064460	0	0	0	0	0	0	0	0
ENSMUSG00000064463	0	0	0	0	0	0	0	0
ENSMUSG00000064464	0	0	0	0	0	0	0	0
ENSMUSG00000064467	0	0	0	0	0	0	0	0
ENSMUSG00000064468	0	0	0	0	0	0	0	0
ENSMUSG00000064471	0	0	0	0	0	0	0	0
ENSMUSG00000064472	1	0	1	0	0	0	0	0
ENSMUSG00000064476	0	0	0	0	0	0	0	0
ENSMUSG00000064477	0	0	0	0	0	0	0	0
ENSMUSG00000064481	0	0	0	0	0	0	0	0
ENSMUSG00000064485	0	0	0	0	0	0	0	0
ENSMUSG00000064486	0	0	0	0	0	0	0	0
ENSMUSG00000064487	0	0	0	0	0	0	0	0
ENSMUSG00000064489	0	0	0	0	0	0	0	0
ENSMUSG00000064490	0	0	0	0	0	0	0	0
ENSMUSG00000064491	0	0	1	1	0	0	0	0
ENSMUSG00000064492	0	0	0	0	0	0	0	0
ENSMUSG00000064493	69	40	47	45	34	43	54	68
ENSMUSG00000064494	0	0	0	0	1	1	0	0
ENSMUSG00000064495	4	0	0	0	3	0	4	2
ENSMUSG00000064496	0	0	0	0	0	0	0	0
ENSMUSG00000064497	0	0	0	0	0	0	0	0
ENSMUSG00000064500	16	16	19	22	29	33	29	35
ENSMUSG00000064507	0	0	0	0	0	0	0	0
ENSMUSG00000064508	1	0	0	0	1	0	0	0
ENSMUSG00000064510	0	0	0	0	0	0	0	0
ENSMUSG00000064511	0	0	0	0	0	0	0	0
ENSMUSG00000064512	0	0	0	0	0	0	0	0
ENSMUSG00000064513	0	0	0	0	0	0	0	0
ENSMUSG00000064514	18	13	16	19	33	33	12	43
ENSMUSG00000064515	0	0	0	0	0	0	0	0
ENSMUSG00000064517	0	0	0	0	0	0	0	0
ENSMUSG00000064519	0	0	0	0	0	0	0	0
ENSMUSG00000064522	0	0	0	0	0	0	0	0
ENSMUSG00000064524	0	0	0	0	0	0	0	0
ENSMUSG00000064525	0	0	0	0	0	0	0	0
ENSMUSG00000064526	0	0	0	0	0	0	0	0
ENSMUSG00000064527	0	0	0	0	0	0	0	0
ENSMUSG00000064529	0	0	0	0	0	0	0	0
ENSMUSG00000064530	0	0	0	0	0	0	0	1
ENSMUSG00000064532	0	0	0	0	0	0	0	0
ENSMUSG00000064536	0	0	0	0	0	0	0	0
ENSMUSG00000064540	0	3	0	4	1	5	3	1
ENSMUSG00000064541	0	0	0	0	0	0	0	0
ENSMUSG00000064542	8	6	12	4	4	7	3	10
ENSMUSG00000064543	0	0	0	0	0	0	0	0
ENSMUSG00000064545	0	0	0	0	0	0	0	0
ENSMUSG00000064547	0	0	0	0	0	0	0	0
ENSMUSG00000064548	0	0	0	0	0	0	0	0
ENSMUSG00000064549	0	0	0	0	0	0	0	0
ENSMUSG00000064550	0	0	0	0	0	0	0	0
ENSMUSG00000064551	0	0	0	0	0	0	0	0
ENSMUSG00000064553	0	0	0	0	0	0	0	0
ENSMUSG00000064554	0	0	0	0	0	0	0	0
ENSMUSG00000064555	0	0	0	0	0	0	0	0
ENSMUSG00000064556	0	0	0	0	0	0	0	0
ENSMUSG00000064558	2	2	0	3	0	2	0	0
ENSMUSG00000064563	0	0	0	0	0	0	0	0
ENSMUSG00000064565	0	0	0	0	0	0	1	0
ENSMUSG00000064566	0	0	0	0	0	0	0	0
ENSMUSG00000064567	0	0	0	0	0	0	0	0
ENSMUSG00000064569	0	0	0	0	0	0	0	0
ENSMUSG00000064570	0	0	0	0	0	0	0	0
ENSMUSG00000064572	0	0	0	0	0	0	0	0
ENSMUSG00000064573	0	0	0	0	0	0	0	0
ENSMUSG00000064574	0	0	0	0	0	0	0	0
ENSMUSG00000064575	0	0	0	0	0	0	0	0
ENSMUSG00000064577	0	0	0	0	0	0	0	0
ENSMUSG00000064579	0	0	0	0	0	0	0	0
ENSMUSG00000064580	0	0	1	0	0	0	0	0
ENSMUSG00000064581	0	0	0	0	0	0	0	0
ENSMUSG00000064582	0	0	0	0	0	0	0	0
ENSMUSG00000064584	0	0	0	0	0	0	0	0
ENSMUSG00000064585	2	0	1	3	1	3	0	0
ENSMUSG00000064586	0	0	0	0	0	0	0	0
ENSMUSG00000064587	0	0	0	0	0	0	0	0
ENSMUSG00000064588	0	1	0	0	0	0	0	1
ENSMUSG00000064590	0	0	0	0	0	0	0	0
ENSMUSG00000064591	0	0	0	0	0	0	0	0
ENSMUSG00000064595	0	0	0	0	0	0	0	0
ENSMUSG00000064596	0	0	0	0	1	0	0	0
ENSMUSG00000064597	0	0	0	0	0	0	0	0
ENSMUSG00000064600	0	1	1	1	0	2	0	2
ENSMUSG00000064601	0	0	0	0	0	0	0	0
ENSMUSG00000064602	20	19	38	32	33	32	31	43
ENSMUSG00000064604	0	0	0	0	0	0	0	0
ENSMUSG00000064605	0	0	0	0	0	0	0	0
ENSMUSG00000064606	0	0	0	0	0	0	0	0
ENSMUSG00000064609	0	0	0	0	0	0	0	0
ENSMUSG00000064612	8	5	12	11	11	16	7	21
ENSMUSG00000064613	0	0	0	0	0	0	0	0
ENSMUSG00000064616	0	0	0	0	0	0	0	0
ENSMUSG00000064617	0	0	0	0	0	0	0	0
ENSMUSG00000064618	0	0	0	0	0	0	0	0
ENSMUSG00000064619	0	0	0	0	0	0	0	0
ENSMUSG00000064620	0	0	0	0	0	1	0	0
ENSMUSG00000064621	0	0	0	0	0	0	0	0
ENSMUSG00000064622	0	0	0	0	0	0	0	0
ENSMUSG00000064624	0	0	0	0	0	1	0	0
ENSMUSG00000064626	0	0	0	0	0	0	0	0
ENSMUSG00000064630	0	0	0	0	0	0	0	0
ENSMUSG00000064631	0	0	0	0	0	0	0	0
ENSMUSG00000064632	0	0	0	0	0	0	0	0
ENSMUSG00000064634	55	54	101	104	70	103	80	148
ENSMUSG00000064637	2	0	1	2	1	3	1	0
ENSMUSG00000064642	0	0	0	0	0	0	0	0
ENSMUSG00000064644	0	0	0	0	0	0	0	0
ENSMUSG00000064646	0	1	0	1	1	0	0	0
ENSMUSG00000064647	14	11	30	27	27	29	38	49
ENSMUSG00000064648	0	1	0	1	0	3	2	2
ENSMUSG00000064652	0	0	0	0	0	0	0	0
ENSMUSG00000064653	0	1	0	0	0	0	0	0
ENSMUSG00000064655	5	0	2	5	2	3	3	4
ENSMUSG00000064658	0	0	0	0	0	0	0	0
ENSMUSG00000064659	0	0	0	0	0	0	0	0
ENSMUSG00000064663	0	0	0	0	0	0	0	0
ENSMUSG00000064664	0	0	0	0	0	0	0	0
ENSMUSG00000064665	0	0	0	0	1	0	0	0
ENSMUSG00000064666	21	19	28	31	28	31	25	25
ENSMUSG00000064669	0	0	0	0	0	0	0	0
ENSMUSG00000064670	0	0	0	0	0	0	0	0
ENSMUSG00000064671	0	0	0	0	0	0	0	0
ENSMUSG00000064672	7	13	20	10	12	10	12	9
ENSMUSG00000064673	0	0	0	0	0	0	0	0
ENSMUSG00000064675	0	0	0	0	0	0	0	0
ENSMUSG00000064677	0	0	0	0	0	0	0	0
ENSMUSG00000064679	0	0	0	0	0	0	0	0
ENSMUSG00000064682	0	0	0	0	0	0	0	0
ENSMUSG00000064685	0	0	0	0	0	0	0	0
ENSMUSG00000064686	0	0	0	0	0	0	0	0
ENSMUSG00000064687	0	0	0	0	0	0	0	0
ENSMUSG00000064688	0	0	0	0	0	0	0	0
ENSMUSG00000064689	0	0	0	0	0	0	0	0
ENSMUSG00000064691	0	0	0	0	0	0	0	0
ENSMUSG00000064692	0	0	0	0	0	0	0	0
ENSMUSG00000064693	0	0	0	0	0	0	0	0
ENSMUSG00000064694	0	0	0	0	2	1	1	0
ENSMUSG00000064696	0	0	0	0	0	0	0	0
ENSMUSG00000064697	0	0	0	0	0	0	0	0
ENSMUSG00000064698	0	0	0	0	0	0	0	0
ENSMUSG00000064702	0	0	0	0	0	0	0	0
ENSMUSG00000064704	0	0	0	0	0	0	0	0
ENSMUSG00000064706	0	0	0	0	0	0	0	0
ENSMUSG00000064707	0	0	0	0	0	0	0	0
ENSMUSG00000064709	0	0	0	0	0	0	0	0
ENSMUSG00000064714	0	0	0	0	0	0	0	0
ENSMUSG00000064715	0	0	0	0	0	0	0	0
ENSMUSG00000064717	0	0	0	0	0	0	0	0
ENSMUSG00000064718	0	0	0	0	0	0	0	0
ENSMUSG00000064719	0	0	1	0	1	1	0	0
ENSMUSG00000064720	0	0	0	0	0	0	0	0
ENSMUSG00000064721	0	0	0	0	0	0	0	0
ENSMUSG00000064722	0	0	0	0	0	0	0	0
ENSMUSG00000064724	1	0	0	0	0	0	0	0
ENSMUSG00000064725	275	197	322	274	374	419	279	454
ENSMUSG00000064726	0	0	0	0	0	0	0	0
ENSMUSG00000064727	0	0	0	0	0	0	0	0
ENSMUSG00000064728	0	0	0	0	0	0	0	0
ENSMUSG00000064731	16	22	17	29	17	17	15	31
ENSMUSG00000064732	0	0	0	0	0	0	0	0
ENSMUSG00000064734	0	0	0	0	0	0	0	0
ENSMUSG00000064735	0	0	0	0	0	0	0	0
ENSMUSG00000064737	0	0	0	0	0	0	0	0
ENSMUSG00000064738	0	0	0	1	0	1	0	0
ENSMUSG00000064739	0	0	0	0	0	0	0	0
ENSMUSG00000064740	0	0	0	0	0	0	0	0
ENSMUSG00000064741	30	17	33	33	49	53	32	63
ENSMUSG00000064742	0	0	0	0	0	0	0	0
ENSMUSG00000064743	0	0	0	0	0	0	0	0
ENSMUSG00000064745	0	0	0	0	0	0	0	0
ENSMUSG00000064746	0	0	0	0	0	0	0	0
ENSMUSG00000064748	0	0	0	0	0	0	0	0
ENSMUSG00000064751	33	31	55	38	72	72	49	80
ENSMUSG00000064755	0	0	0	0	0	0	0	0
ENSMUSG00000064758	0	0	0	0	0	0	0	1
ENSMUSG00000064759	0	0	0	0	0	0	0	0
ENSMUSG00000064761	0	0	0	0	0	0	0	0
ENSMUSG00000064762	0	0	0	0	0	0	0	0
ENSMUSG00000064763	0	0	0	0	0	0	0	0
ENSMUSG00000064764	0	0	0	0	0	0	0	0
ENSMUSG00000064765	0	0	0	0	0	0	0	0
ENSMUSG00000064766	0	0	0	0	0	0	0	0
ENSMUSG00000064767	2	0	6	4	6	3	4	8
ENSMUSG00000064768	0	0	0	0	0	0	0	0
ENSMUSG00000064769	0	0	0	0	0	0	0	0
ENSMUSG00000064770	0	0	0	0	0	0	0	0
ENSMUSG00000064772	0	0	0	0	0	0	0	0
ENSMUSG00000064775	0	0	0	0	0	0	0	0
ENSMUSG00000064776	0	0	0	0	0	0	0	0
ENSMUSG00000064777	0	0	0	0	0	0	0	0
ENSMUSG00000064778	5	1	0	3	3	5	1	7
ENSMUSG00000064779	0	0	0	0	0	0	0	0
ENSMUSG00000064780	24	31	32	36	28	30	25	41
ENSMUSG00000064781	0	0	0	0	0	0	0	0
ENSMUSG00000064782	0	0	0	0	0	0	0	0
ENSMUSG00000064783	0	0	0	0	0	0	0	0
ENSMUSG00000064788	0	0	0	0	0	0	0	0
ENSMUSG00000064791	4	10	12	16	20	11	14	14
ENSMUSG00000064792	1	1	2	1	0	1	1	1
ENSMUSG00000064793	0	0	0	0	0	0	0	0
ENSMUSG00000064795	0	0	0	0	0	0	0	0
ENSMUSG00000064796	2	5	5	2	2	8	3	6
ENSMUSG00000064797	95	80	124	130	101	116	107	129
ENSMUSG00000064798	0	0	0	0	0	0	0	0
ENSMUSG00000064800	0	0	0	0	0	0	0	0
ENSMUSG00000064801	0	0	0	0	0	0	0	0
ENSMUSG00000064802	0	0	0	0	0	0	0	0
ENSMUSG00000064805	0	0	0	0	0	0	0	0
ENSMUSG00000064806	0	0	0	0	0	0	0	0
ENSMUSG00000064811	0	0	0	0	0	0	0	0
ENSMUSG00000064814	0	0	0	0	0	0	0	0
ENSMUSG00000064816	0	0	0	0	0	0	0	0
ENSMUSG00000064818	0	0	0	0	0	0	0	0
ENSMUSG00000064822	0	0	0	0	0	0	0	0
ENSMUSG00000064823	0	0	0	0	0	0	0	0
ENSMUSG00000064824	0	0	0	0	0	0	0	0
ENSMUSG00000064829	3	0	5	10	6	13	10	8
ENSMUSG00000064830	0	0	0	0	0	0	0	0
ENSMUSG00000064831	0	0	0	0	0	1	1	1
ENSMUSG00000064833	0	0	0	0	0	0	0	0
ENSMUSG00000064834	0	0	0	0	0	0	0	0
ENSMUSG00000064836	0	0	0	0	0	0	0	0
ENSMUSG00000064837	5	6	3	6	10	5	4	8
ENSMUSG00000064840	0	0	0	0	0	0	0	0
ENSMUSG00000064841	69	59	90	85	51	53	35	80
ENSMUSG00000064842	0	0	0	0	0	0	0	0
ENSMUSG00000064843	0	0	0	0	0	0	0	0
ENSMUSG00000064844	4	8	6	14	14	37	21	31
ENSMUSG00000064845	0	0	0	0	0	0	0	0
ENSMUSG00000064850	0	0	0	0	0	0	0	0
ENSMUSG00000064851	0	0	0	0	0	0	0	0
ENSMUSG00000064853	4	6	3	5	6	2	5	5
ENSMUSG00000064854	0	0	0	0	0	0	0	0
ENSMUSG00000064855	0	0	0	0	0	0	0	0
ENSMUSG00000064856	0	0	0	0	0	0	0	0
ENSMUSG00000064857	0	0	0	0	0	0	0	0
ENSMUSG00000064858	73	67	136	112	134	127	114	174
ENSMUSG00000064859	0	0	0	0	0	0	0	0
ENSMUSG00000064860	0	0	0	1	0	0	0	0
ENSMUSG00000064862	0	0	0	0	0	0	0	0
ENSMUSG00000064867	1	0	0	0	0	0	0	0
ENSMUSG00000064871	3	4	9	9	10	7	5	11
ENSMUSG00000064872	0	0	0	0	0	0	0	0
ENSMUSG00000064876	0	0	0	0	0	0	0	0
ENSMUSG00000064877	0	0	0	0	0	0	0	0
ENSMUSG00000064880	7	9	23	18	20	19	13	23
ENSMUSG00000064882	0	0	0	0	0	0	0	0
ENSMUSG00000064883	0	0	0	0	0	0	0	0
ENSMUSG00000064884	0	0	0	0	0	0	0	0
ENSMUSG00000064887	0	0	0	0	0	1	0	0
ENSMUSG00000064889	0	0	0	0	0	0	0	0
ENSMUSG00000064890	0	0	0	0	0	0	0	0
ENSMUSG00000064897	0	0	0	0	0	0	0	0
ENSMUSG00000064899	0	0	0	0	0	0	0	0
ENSMUSG00000064900	0	0	0	0	0	0	0	0
ENSMUSG00000064901	6	2	2	4	10	7	6	7
ENSMUSG00000064904	0	0	0	0	0	0	0	0
ENSMUSG00000064905	0	0	0	0	0	0	0	0
ENSMUSG00000064906	1	0	0	0	2	0	0	1
ENSMUSG00000064907	0	0	0	0	0	0	0	0
ENSMUSG00000064909	0	0	0	0	0	0	0	0
ENSMUSG00000064915	0	0	0	0	0	0	0	0
ENSMUSG00000064916	0	0	0	0	0	0	0	0
ENSMUSG00000064917	6	8	8	5	7	16	6	8
ENSMUSG00000064918	16	9	14	13	21	28	14	22
ENSMUSG00000064919	0	0	0	0	0	0	0	0
ENSMUSG00000064921	0	0	0	0	0	0	0	0
ENSMUSG00000064923	0	0	0	0	0	0	0	0
ENSMUSG00000064925	11	3	3	8	7	4	4	8
ENSMUSG00000064926	0	0	0	0	0	0	0	0
ENSMUSG00000064927	0	0	0	0	0	0	0	1
ENSMUSG00000064928	0	0	0	0	0	0	0	0
ENSMUSG00000064930	0	0	0	3	0	0	1	0
ENSMUSG00000064932	0	0	0	0	0	0	0	0
ENSMUSG00000064936	1	0	1	1	0	0	0	0
ENSMUSG00000064938	0	0	0	0	0	0	0	0
ENSMUSG00000064939	0	0	0	0	0	0	0	0
ENSMUSG00000064940	0	0	0	0	0	0	0	0
ENSMUSG00000064941	0	0	0	0	0	0	0	0
ENSMUSG00000064943	0	0	0	0	0	0	0	0
ENSMUSG00000064945	0	0	0	0	1	0	3	0
ENSMUSG00000064948	0	0	0	0	0	0	0	0
ENSMUSG00000064949	0	0	0	0	0	0	0	0
ENSMUSG00000064952	3	1	0	0	2	2	2	1
ENSMUSG00000064954	0	0	0	0	0	0	0	0
ENSMUSG00000064956	2	1	0	0	0	0	0	0
ENSMUSG00000064958	0	0	0	0	0	0	0	0
ENSMUSG00000064959	0	0	0	0	0	0	0	0
ENSMUSG00000064960	0	0	0	0	0	0	0	0
ENSMUSG00000064961	0	0	0	0	0	0	0	0
ENSMUSG00000064964	0	0	0	0	0	0	0	0
ENSMUSG00000064966	14	13	17	21	15	19	15	17
ENSMUSG00000064967	0	0	0	0	0	0	0	0
ENSMUSG00000064968	0	0	0	0	0	0	0	0
ENSMUSG00000064970	2	0	2	1	0	1	1	1
ENSMUSG00000064971	0	0	0	0	0	0	0	0
ENSMUSG00000064972	0	0	0	0	0	0	0	0
ENSMUSG00000064977	0	0	0	0	0	0	0	0
ENSMUSG00000064981	34	23	30	30	43	59	32	58
ENSMUSG00000064982	2	1	0	2	0	0	1	2
ENSMUSG00000064983	0	0	0	0	0	0	0	0
ENSMUSG00000064984	18	17	25	20	10	17	7	16
ENSMUSG00000064987	0	0	0	1	0	0	0	0
ENSMUSG00000064992	0	0	0	0	0	0	0	0
ENSMUSG00000064994	0	0	4	3	0	0	0	0
ENSMUSG00000064995	0	0	0	0	0	0	0	0
ENSMUSG00000064999	0	0	0	0	0	1	0	0
ENSMUSG00000065004	0	0	0	0	0	0	0	0
ENSMUSG00000065005	0	0	0	0	0	0	0	0
ENSMUSG00000065006	0	0	0	0	0	0	0	0
ENSMUSG00000065007	0	0	0	0	0	0	0	0
ENSMUSG00000065011	0	0	0	0	0	0	0	0
ENSMUSG00000065012	0	0	0	0	0	0	0	0
ENSMUSG00000065013	0	0	0	0	0	0	0	0
ENSMUSG00000065014	0	0	0	0	0	0	0	0
ENSMUSG00000065016	73	63	74	55	71	89	67	115
ENSMUSG00000065017	0	0	0	0	0	0	0	0
ENSMUSG00000065018	0	0	0	0	0	0	0	0
ENSMUSG00000065022	0	0	0	1	0	0	0	0
ENSMUSG00000065027	0	0	0	0	0	0	0	0
ENSMUSG00000065028	0	0	0	0	0	0	0	0
ENSMUSG00000065029	0	0	0	0	0	0	0	0
ENSMUSG00000065030	0	0	0	0	0	0	0	0
ENSMUSG00000065031	0	0	0	0	0	0	0	0
ENSMUSG00000065034	0	0	0	0	0	0	0	0
ENSMUSG00000065036	12	7	7	10	11	8	9	15
ENSMUSG00000065037	62	30	22	29	13	27	55	25
ENSMUSG00000065040	0	0	0	0	0	0	0	0
ENSMUSG00000065041	101	64	67	64	105	85	97	134
ENSMUSG00000065042	0	0	0	0	0	0	0	0
ENSMUSG00000065044	0	0	0	0	0	1	0	1
ENSMUSG00000065045	0	0	0	0	0	0	0	0
ENSMUSG00000065047	1	3	2	2	1	2	1	4
ENSMUSG00000065048	0	0	0	0	0	0	0	0
ENSMUSG00000065049	0	0	0	0	0	0	0	0
ENSMUSG00000065050	0	0	0	0	0	0	0	0
ENSMUSG00000065053	0	0	0	0	0	0	0	0
ENSMUSG00000065055	0	0	0	0	0	0	0	0
ENSMUSG00000065057	0	0	0	0	0	0	0	0
ENSMUSG00000065061	0	0	0	0	0	0	0	1
ENSMUSG00000065068	0	0	0	0	0	0	0	0
ENSMUSG00000065070	0	0	0	0	0	2	0	0
ENSMUSG00000065072	0	0	0	0	0	0	0	0
ENSMUSG00000065074	0	0	0	0	0	0	0	0
ENSMUSG00000065078	0	0	0	0	0	0	0	0
ENSMUSG00000065079	0	0	0	0	0	0	0	0
ENSMUSG00000065080	0	0	0	0	0	0	0	0
ENSMUSG00000065083	0	0	0	0	0	0	0	0
ENSMUSG00000065084	0	0	0	0	0	0	0	0
ENSMUSG00000065086	0	0	0	0	0	0	0	0
ENSMUSG00000065087	0	0	0	0	0	0	0	0
ENSMUSG00000065088	0	0	0	0	0	0	0	0
ENSMUSG00000065089	7	3	7	4	17	12	14	16
ENSMUSG00000065090	0	0	0	0	0	0	0	0
ENSMUSG00000065091	0	0	0	0	0	0	0	0
ENSMUSG00000065094	0	0	0	0	0	0	0	0
ENSMUSG00000065095	0	0	0	0	0	0	0	0
ENSMUSG00000065096	0	0	0	0	0	0	0	0
ENSMUSG00000065097	0	0	0	0	0	0	0	0
ENSMUSG00000065100	0	0	0	1	1	1	1	1
ENSMUSG00000065102	0	0	0	0	0	0	0	0
ENSMUSG00000065104	0	0	0	0	0	0	0	0
ENSMUSG00000065105	19	13	14	17	28	35	39	47
ENSMUSG00000065107	0	0	0	0	0	0	0	0
ENSMUSG00000065110	0	0	0	0	0	0	0	0
ENSMUSG00000065111	0	0	0	0	0	0	0	0
ENSMUSG00000065115	0	0	0	0	0	0	0	0
ENSMUSG00000065118	2	0	2	0	2	2	3	9
ENSMUSG00000065122	0	0	0	0	0	0	0	0
ENSMUSG00000065124	110	85	149	144	102	123	125	214
ENSMUSG00000065126	127	96	220	196	178	235	186	281
ENSMUSG00000065127	0	0	0	0	0	0	0	0
ENSMUSG00000065130	0	0	0	0	0	0	0	0
ENSMUSG00000065132	0	0	0	0	0	0	0	0
ENSMUSG00000065138	0	2	0	0	1	0	1	1
ENSMUSG00000065141	0	0	0	0	0	0	0	0
ENSMUSG00000065143	0	0	0	0	0	0	0	0
ENSMUSG00000065145	0	1	1	0	1	2	1	1
ENSMUSG00000065147	27	19	73	55	48	33	37	55
ENSMUSG00000065151	0	0	0	0	0	0	0	0
ENSMUSG00000065155	0	0	0	0	0	0	0	0
ENSMUSG00000065158	0	0	0	0	0	0	0	0
ENSMUSG00000065159	0	0	0	0	0	0	0	0
ENSMUSG00000065160	0	0	0	0	0	0	0	0
ENSMUSG00000065162	2	1	4	8	0	4	1	3
ENSMUSG00000065164	0	0	0	0	0	0	1	0
ENSMUSG00000065165	0	0	0	0	0	0	0	0
ENSMUSG00000065173	0	0	0	0	0	0	0	0
ENSMUSG00000065176	1	0	0	1	0	0	0	0
ENSMUSG00000065178	0	0	0	0	0	0	0	0
ENSMUSG00000065181	0	0	0	0	0	0	0	0
ENSMUSG00000065182	0	0	0	0	0	0	0	0
ENSMUSG00000065185	0	0	0	0	0	0	0	0
ENSMUSG00000065187	0	0	0	0	0	0	0	0
ENSMUSG00000065188	0	0	0	0	0	0	0	0
ENSMUSG00000065191	32	24	23	27	23	22	22	14
ENSMUSG00000065192	0	0	0	0	0	0	0	0
ENSMUSG00000065193	0	0	0	0	0	0	0	0
ENSMUSG00000065195	0	0	0	0	0	0	0	0
ENSMUSG00000065196	4	2	1	0	0	6	2	4
ENSMUSG00000065198	0	0	0	0	0	0	0	0
ENSMUSG00000065199	0	0	0	0	0	0	0	0
ENSMUSG00000065200	1	0	1	0	1	4	2	3
ENSMUSG00000065201	0	0	0	0	0	0	0	0
ENSMUSG00000065202	0	0	0	0	0	0	0	0
ENSMUSG00000065203	0	0	0	0	0	0	0	0
ENSMUSG00000065204	2	0	0	0	0	2	1	1
ENSMUSG00000065206	0	0	0	0	0	0	0	0
ENSMUSG00000065208	7	11	15	10	12	10	6	6
ENSMUSG00000065211	1	0	0	1	1	3	0	1
ENSMUSG00000065212	0	0	0	0	0	0	0	0
ENSMUSG00000065215	0	0	0	0	0	0	0	0
ENSMUSG00000065219	20	5	14	25	34	37	20	28
ENSMUSG00000065220	0	0	0	0	0	0	0	0
ENSMUSG00000065221	0	0	0	0	0	0	0	0
ENSMUSG00000065223	0	0	0	0	0	0	0	0
ENSMUSG00000065226	18	8	20	20	34	52	33	37
ENSMUSG00000065227	0	0	0	0	0	0	0	0
ENSMUSG00000065228	0	0	0	0	0	0	0	0
ENSMUSG00000065231	0	0	0	0	0	0	0	0
ENSMUSG00000065232	0	0	0	0	1	2	0	0
ENSMUSG00000065233	0	0	0	0	0	0	0	0
ENSMUSG00000065235	0	0	0	0	0	0	0	0
ENSMUSG00000065236	6	4	4	3	4	9	1	4
ENSMUSG00000065237	0	0	0	0	0	0	0	0
ENSMUSG00000065238	0	0	0	0	0	0	0	0
ENSMUSG00000065239	0	0	0	0	0	0	0	0
ENSMUSG00000065242	0	0	0	0	0	0	0	0
ENSMUSG00000065244	0	0	0	0	0	0	0	0
ENSMUSG00000065245	0	0	0	0	0	0	0	0
ENSMUSG00000065246	0	0	1	1	0	0	0	0
ENSMUSG00000065248	0	0	0	0	0	0	0	0
ENSMUSG00000065251	0	0	0	0	0	0	0	0
ENSMUSG00000065253	0	0	0	0	0	0	0	0
ENSMUSG00000065254	0	0	0	0	0	0	0	0
ENSMUSG00000065255	0	0	0	0	0	0	0	0
ENSMUSG00000065256	0	0	0	0	0	0	0	0
ENSMUSG00000065258	15	15	12	14	11	10	14	16
ENSMUSG00000065259	6	7	9	6	3	5	12	17
ENSMUSG00000065260	0	0	0	0	0	0	0	0
ENSMUSG00000065261	0	0	0	0	0	0	0	0
ENSMUSG00000065262	3	3	3	1	1	3	2	1
ENSMUSG00000065265	84	86	125	138	110	136	101	161
ENSMUSG00000065266	0	0	0	0	0	0	0	0
ENSMUSG00000065269	0	0	0	0	0	0	0	0
ENSMUSG00000065270	0	0	0	1	0	0	0	2
ENSMUSG00000065272	3	4	1	4	7	7	3	5
ENSMUSG00000065273	7	9	9	7	6	6	3	7
ENSMUSG00000065274	0	0	0	0	0	0	0	0
ENSMUSG00000065275	0	0	0	0	0	0	0	0
ENSMUSG00000065277	0	0	0	0	0	0	0	0
ENSMUSG00000065279	0	0	0	0	0	0	0	0
ENSMUSG00000065280	0	0	0	0	0	0	0	0
ENSMUSG00000065281	0	0	0	0	0	0	0	0
ENSMUSG00000065282	106	92	129	119	124	179	149	195
ENSMUSG00000065283	0	0	0	0	0	0	0	0
ENSMUSG00000065287	15	13	14	13	10	19	10	20
ENSMUSG00000065289	11	10	9	12	17	19	9	17
ENSMUSG00000065291	0	0	0	0	0	0	0	0
ENSMUSG00000065293	0	0	0	0	0	0	0	0
ENSMUSG00000065295	9	8	7	11	16	14	12	21
ENSMUSG00000065296	0	0	0	0	0	0	0	0
ENSMUSG00000065297	0	0	0	0	0	0	0	0
ENSMUSG00000065298	0	0	0	0	0	0	0	0
ENSMUSG00000065299	0	0	0	0	0	0	0	0
ENSMUSG00000065301	1	1	2	1	0	0	0	0
ENSMUSG00000065303	0	0	0	0	0	0	0	0
ENSMUSG00000065304	12	18	12	15	20	20	16	21
ENSMUSG00000065305	0	0	0	0	0	0	0	0
ENSMUSG00000065307	0	0	0	0	0	0	0	0
ENSMUSG00000065309	0	0	0	0	0	0	0	0
ENSMUSG00000065311	0	0	0	0	0	0	0	0
ENSMUSG00000065312	0	0	0	0	0	0	0	0
ENSMUSG00000065313	0	0	0	0	0	0	0	0
ENSMUSG00000065314	0	0	0	0	0	0	0	0
