p_val	avg_log2FC	pct.1	pct.2	p_val_adj	name	loci	tissue
0.005239269	0.434050273	0.21	0.139	1	Marchf6	other	NMPs
0.005243995	0.333070465	0.333	0.248	1	Tenm4	other	NMPs
0.005270372	-0.593676156	0.242	0.296	1	Ptpn14	other	NMPs
0.0052814	0.168812018	0.851	0.764	1	Arf4	other	NMPs
0.005304396	0.289801286	0.478	0.362	1	B9d1	other	NMPs
0.005332435	0.214662405	0.752	0.67	1	Zrsr2	other	NMPs
0.005337349	-1.225815115	0.059	0.104	1	Arhgef11	other	NMPs
0.005342486	0.403421476	0.142	0.084	1	Vrk3	other	NMPs
0.005348934	-0.395117553	0.501	0.526	1	Ccnd3	other	NMPs
0.005350833	0.242280541	0.55	0.424	1	Zcchc17	other	NMPs
0.005352261	0.163311996	0.932	0.876	1	Psmd12	other	NMPs
0.00538721	-1.123099942	0.049	0.092	1	Defa30	other	NMPs
0.005401783	0.249367094	0.382	0.276	1	Nop9	other	NMPs
0.005404271	1.550820639	0.04	0.013	1	Ankrd37	other	NMPs
0.005411259	1.028309093	0.062	0.027	1	Gm45137	other	NMPs
0.005442601	1.092302266	0.049	0.018	1	Slc39a11	other	NMPs
0.005455779	-0.251772786	0.688	0.68	1	Septin11	other	NMPs
0.005461684	0.497757515	0.121	0.069	1	Zgpat	other	NMPs
0.005478134	1.416716225	0.04	0.013	1	Gm6542	other	NMPs
0.005493119	0.14138607	0.841	0.717	1	Atp6v1f	other	NMPs
0.00551506	0.350376012	0.312	0.224	1	Uxt	other	NMPs
0.005531843	0.378969891	0.212	0.141	1	Ube2g2	other	NMPs
0.005543341	0.233401225	0.548	0.457	1	Trip13	other	NMPs
0.005551043	0.330407646	0.544	0.441	1	Tfg	other	NMPs
0.005551801	0.137531507	0.943	0.921	1	Ccnd1	other	NMPs
0.005554379	0.248060856	0.338	0.241	1	Tmem29	other	NMPs
0.005560483	0.574529518	0.176	0.112	1	Wbp2	other	NMPs
0.005572527	0.258768609	0.312	0.221	1	Rnf115	other	NMPs
0.005586107	0.42598514	0.265	0.186	1	Ccs	other	NMPs
0.005588854	0.295592072	0.493	0.372	1	E2f4	other	NMPs
0.005593211	-0.294958982	0.582	0.628	1	Zfas1	other	NMPs
0.005603298	0.30529452	0.229	0.152	1	Tmem47	other	NMPs
0.00560488	0.396932343	0.185	0.117	1	Sik3	other	NMPs
0.005612939	-0.613732499	0.234	0.29	1	Cep170	other	NMPs
0.005617862	0.349153771	0.295	0.211	1	Cryzl1	other	NMPs
0.005629434	0.713145043	0.134	0.08	1	App	other	NMPs
0.005670715	0.447262997	0.161	0.101	1	H2bc11	other	NMPs
0.005694021	0.363305524	0.183	0.116	1	Nt5m	other	NMPs
0.005696785	0.51699234	0.163	0.102	1	Cspg5	other	NMPs
0.005702159	0.357866247	0.159	0.097	1	Slc25a23	other	NMPs
0.0057197	3.536884468	0.013	0	1	Gm37051	other	NMPs
0.0057197	3.711029594	0.013	0	1	Gm13586	other	NMPs
0.0057197	3.449645988	0.013	0	1	Hoxd11	HoxABCD	NMPs
0.0057197	2.957330181	0.013	0	1	Gm28793	HoxABCD	NMPs
0.0057197	2.842800006	0.013	0	1	Gm24362	other	NMPs
0.0057197	3.241250382	0.013	0	1	Calr3	other	NMPs
0.0057197	3.2596168	0.013	0	1	Rpl31-ps17	other	NMPs
0.0057197	3.186614411	0.013	0	1	Elovl7	other	NMPs
0.0057197	3.398591843	0.013	0	1	D030051J21Rik	other	NMPs
0.0057197	3.463780141	0.013	0	1	5730585A16Rik	other	NMPs
0.0057197	3.318877524	0.013	0	1	Gm4017	chrY	NMPs
0.005723933	0.222697281	0.665	0.556	1	Tpm3-rs7	other	NMPs
0.005728054	1.192663819	0.051	0.02	1	Yod1	other	NMPs
0.005728313	0.259398958	0.499	0.38	1	Ap1s1	other	NMPs
0.005739844	0.180764566	0.858	0.769	1	Tra2b	other	NMPs
0.005751425	0.280946331	0.66	0.551	1	Eftud2	other	NMPs
0.005753937	0.20843703	0.344	0.246	1	Mtarc2	other	NMPs
0.005762544	0.379945025	0.251	0.171	1	Uba3	other	NMPs
0.005767596	0.088849383	0.987	0.968	1	Sec61b	other	NMPs
0.005776963	-0.245511651	0.724	0.73	1	Snhg8	other	NMPs
0.005820457	0.353951658	0.155	0.094	1	Cacfd1	other	NMPs
0.005881396	0.41279928	0.272	0.189	1	Elp6	other	NMPs
0.005882449	0.299013201	0.248	0.169	1	Nsf	other	NMPs
0.005896681	0.296219736	0.363	0.27	1	Lonp1	other	NMPs
0.005911301	-0.201946067	0.843	0.834	1	Mllt3	other	NMPs
0.005915808	0.246589068	0.563	0.461	1	Mtap	other	NMPs
0.00591791	-2.184309641	0.008	0.034	1	AW146154	other	NMPs
0.00592265	-0.921188147	0.032	0.07	1	Cd40	other	NMPs
0.005925473	-0.627271853	0.115	0.173	1	Pip5k1c	other	NMPs
0.005931372	0.695221129	0.117	0.067	1	Tsix	other	NMPs
0.005940138	0.341800776	0.189	0.121	1	Zfp862-ps	other	NMPs
0.005952191	-1.780535756	0.021	0.054	1	Pax7	other	NMPs
0.005959386	0.749500082	0.138	0.085	1	Cdkn3	other	NMPs
0.005964572	2.164019518	0.021	0.003	1	Cnrip1	other	NMPs
0.005965677	0.167317206	0.868	0.786	1	Snrpb2	other	NMPs
0.005970456	0.428503651	0.223	0.151	1	Pip4p1	other	NMPs
0.005973508	0.356673794	0.113	0.062	1	Atp1b1	other	NMPs
0.005979627	1.111788763	0.051	0.02	1	Adamts9	other	NMPs
0.005980614	0.230208312	0.446	0.335	1	Sf3a2	other	NMPs
0.005984521	2.173112016	0.021	0.003	1	Gm48369	other	NMPs
0.005985694	0.59862113	0.059	0.025	1	Gm14305	other	NMPs
0.00599987	0.175167847	0.817	0.727	1	Mapre1	other	NMPs
0.00600343	0.255956028	0.344	0.248	1	Caml	other	NMPs
0.006005583	0.125717923	0.896	0.819	1	Mrpl42	other	NMPs
0.00602156	0.289081966	0.384	0.29	1	Plk1	other	NMPs
0.006034097	-0.661776969	0.144	0.204	1	Tchp	other	NMPs
0.006044731	1.922226025	0.021	0.003	1	Acsl1	other	NMPs
0.00604611	0.615293441	0.079	0.039	1	Bdh1	other	NMPs
0.006055768	0.452360192	0.21	0.141	1	Map2k5	other	NMPs
0.00606057	0.32207851	0.289	0.203	1	Atad1	other	NMPs
0.006085173	1.605647773	0.021	0.003	1	Asic1	other	NMPs
0.006085381	1.073863314	0.051	0.02	1	Tram2	other	NMPs
0.006093129	0.680253625	0.062	0.027	1	Dmxl2	other	NMPs
0.006099057	0.277922779	0.329	0.24	1	Trappc3	other	NMPs
0.00610107	0.116094457	0.97	0.951	1	Anp32a	other	NMPs
0.006105285	0.422246877	0.138	0.082	1	2610306M01Rik	other	NMPs
0.00612137	0.462435381	0.13	0.075	1	H2-K1	other	NMPs
0.006125469	0.408793667	0.17	0.109	1	Hmces	other	NMPs
0.006143083	0.247079973	0.229	0.149	1	Cog8	other	NMPs
0.006189666	0.751325335	0.062	0.027	1	Acy3	other	NMPs
0.006200634	0.517351236	0.096	0.05	1	Wdr20	other	NMPs
0.006249309	0.396172476	0.104	0.057	1	Pdpn	other	NMPs
0.006256275	0.277298971	0.31	0.223	1	Gsk3a	other	NMPs
0.006258653	1.594190102	0.034	0.01	1	A830082N09Rik	other	NMPs
0.006262249	0.607566168	0.134	0.08	1	Tubb2a	other	NMPs
0.006269203	0.645278367	0.115	0.065	1	Plec	other	NMPs
0.006284871	0.176578139	0.845	0.755	1	Exosc8	other	NMPs
0.006291627	0.30834713	0.244	0.166	1	Rybp	other	NMPs
0.006305115	1.805424193	0.034	0.01	1	Cldn6	other	NMPs
0.006325335	0.118854944	0.994	0.995	1	Hspd1	other	NMPs
0.006331101	0.170312802	0.722	0.618	1	Med28	other	NMPs
0.006342137	0.344090216	0.206	0.134	1	Atat1	other	NMPs
0.006359295	-0.359801488	0.641	0.64	1	Hist1h2ap	other	NMPs
0.006360991	0.978060278	0.07	0.034	1	G0s2	other	NMPs
0.006370508	0.285818	0.155	0.094	1	Ubald2	other	NMPs
0.006374818	0.170252861	0.692	0.566	1	Mrpl14	other	NMPs
0.006381021	0.393207706	0.18	0.116	1	Lyrm9	other	NMPs
0.006391729	0.610385292	0.153	0.097	1	Ints5	other	NMPs
0.006398872	0.46747282	0.189	0.124	1	Qtrt2	other	NMPs
0.00640403	0.457964259	0.093	0.049	1	Nexn	other	NMPs
0.006426505	0.386576792	0.282	0.204	1	Slc25a33	other	NMPs
0.006429616	0.121772183	0.945	0.888	1	Sf3b5	other	NMPs
0.006461817	0.246238726	0.535	0.419	1	Cenpv	other	NMPs
0.006474956	-1.253101186	0.034	0.072	1	Cntnap2	other	NMPs
0.006492417	0.343411308	0.223	0.151	1	Tbp	other	NMPs
0.00651348	0.44146218	0.217	0.147	1	Zfp386	other	NMPs
0.006513944	0.314411893	0.31	0.224	1	Adgra3	other	NMPs
0.006515003	0.356105522	0.265	0.183	1	Egr2	other	NMPs
0.006538262	2.892324897	0.017	0.002	1	Ndnf	other	NMPs
0.006542052	0.33692297	0.357	0.271	1	Cab39	other	NMPs
0.006558193	1.385174464	0.034	0.01	1	0610038B21Rik	other	NMPs
0.006569102	0.475293131	0.146	0.089	1	Mettl22	other	NMPs
0.006574738	1.082047433	0.053	0.022	1	Rbm24	other	NMPs
0.006583101	0.2339842	0.439	0.322	1	Txndc5	other	NMPs
0.006584065	0.659487835	0.085	0.044	1	Gm13237	other	NMPs
0.006587119	1.171452324	0.053	0.022	1	Gm20721	other	NMPs
0.00659555	0.660856224	0.083	0.042	1	Hmgb1-ps2	other	NMPs
0.006603174	0.29640245	0.327	0.236	1	Ptrhd1	other	NMPs
0.006610214	0.246289545	0.234	0.154	1	Uhrf1bp1l	other	NMPs
0.006613493	2.532099019	0.017	0.002	1	Kcnq2	other	NMPs
0.00662332	0.242076122	0.512	0.397	1	Fen1	other	NMPs
0.006653484	0.221272426	0.688	0.586	1	Rps10-ps1	other	NMPs
0.006659528	0.470780325	0.202	0.134	1	Acp6	other	NMPs
0.006664079	2.451494994	0.017	0.002	1	Bicdl1	other	NMPs
0.006673384	0.660147147	0.083	0.042	1	Prkcd	other	NMPs
0.006685624	-0.259180547	0.699	0.705	1	Serpinh1	other	NMPs
0.006687888	0.281143582	0.437	0.338	1	Gsr	other	NMPs
0.006689502	2.330163116	0.017	0.002	1	A630052C17Rik	other	NMPs
0.006689502	2.277703096	0.017	0.002	1	Gm32036	other	NMPs
0.006697764	0.908629651	0.074	0.037	1	Slc25a30	other	NMPs
0.006700249	0.514896484	0.155	0.097	1	Tmem115	other	NMPs
0.006707598	-0.26847546	0.669	0.675	1	Smad4	other	NMPs
0.006707933	0.166589432	0.885	0.822	1	Txnl4a	other	NMPs
0.006715012	1.880362671	0.017	0.002	1	1600023N17Rik	other	NMPs
0.006715012	1.992903866	0.017	0.002	1	Cx3cl1	other	NMPs
0.006715012	1.762969764	0.017	0.002	1	Gm37195	other	NMPs
0.006730172	0.240460428	0.463	0.35	1	Hprt	other	NMPs
0.006773552	0.352066717	0.27	0.191	1	Tmx3	other	NMPs
0.006781893	0.123275731	0.975	0.973	1	Pdcd5	other	NMPs
0.006816289	0.30603341	0.325	0.231	1	Borcs7	other	NMPs
0.006816943	0.402993908	0.202	0.134	1	Tpd52l1	other	NMPs
0.006818197	0.720831913	0.066	0.03	1	Acot1	other	NMPs
0.00682387	0.268290374	0.312	0.219	1	Get4	other	NMPs
0.006828336	0.1449385	0.885	0.822	1	Hnrnpr	other	NMPs
0.00685907	0.532343901	0.1	0.054	1	Palb2	other	NMPs
0.006874701	0.683960753	0.087	0.045	1	Gm37238	other	NMPs
0.006890627	0.248109696	0.338	0.243	1	Paxip1	other	NMPs
0.006914684	0.361620575	0.308	0.219	1	Lamp2	other	NMPs
0.006929426	0.912688289	0.053	0.022	1	Ttl	other	NMPs
0.006937817	-0.267447056	0.669	0.668	1	Pdcd4	other	NMPs
0.006965285	0.286293504	0.335	0.243	1	Anapc7	other	NMPs
0.006965552	0.215676853	0.359	0.251	1	Gm6563	other	NMPs
0.006971107	0.351855111	0.314	0.229	1	Arl8b	other	NMPs
0.006979084	0.34431442	0.21	0.139	1	Gng12	other	NMPs
0.007001481	1.662568319	0.028	0.007	1	Gm49204	other	NMPs
0.0070158	0.454042735	0.255	0.181	1	Zfp444	other	NMPs
0.007050706	0.577426785	0.085	0.044	1	Sertad3	other	NMPs
0.00705983	1.419787413	0.028	0.007	1	Tagap1	other	NMPs
0.007062658	0.266879463	0.418	0.318	1	2210016L21Rik	other	NMPs
0.007108391	0.355397693	0.149	0.09	1	Coq9	other	NMPs
0.00713455	0.694278768	0.089	0.047	1	Alg9	other	NMPs
0.007138307	1.330033042	0.028	0.007	1	H2-Q10	other	NMPs
0.007178588	0.330810299	0.333	0.241	1	Syce2	other	NMPs
0.0071932	0.791803582	0.053	0.022	1	Igsf21	other	NMPs
0.00724859	0.256860524	0.516	0.41	1	Tmem208	other	NMPs
0.007248752	0.187192163	0.752	0.68	1	Mrpl53	other	NMPs
0.007260169	0.233970648	0.331	0.238	1	Mdm2	other	NMPs
0.007281725	-0.035082295	0.091	0.049	1	Gm17251	other	NMPs
0.00730007	0.657182878	0.102	0.057	1	3830406C13Rik	other	NMPs
0.00734032	0.367151801	0.208	0.137	1	Tmem65	other	NMPs
0.007349933	-0.6816374	0.106	0.161	1	9230114K14Rik	other	NMPs
0.007352784	0.298408541	0.236	0.161	1	Grk2	other	NMPs
0.007360963	0.355860521	0.172	0.109	1	Chek2	other	NMPs
0.007378774	0.593675132	0.087	0.045	1	Dock9	other	NMPs
0.007424456	0.697004205	0.053	0.022	1	Gm6142	other	NMPs
0.007461262	0.252635378	0.558	0.446	1	Pes1	other	NMPs
0.007470937	0.907913802	0.074	0.037	1	Pemt	other	NMPs
0.007505993	0.933922786	0.055	0.023	1	Klhl8	other	NMPs
0.007510102	0.275681761	0.321	0.226	1	Ccdc167	other	NMPs
0.007517915	0.189382337	0.516	0.392	1	Rcbtb2	other	NMPs
0.007525581	0.639262417	0.091	0.049	1	Gm2225	other	NMPs
0.007526971	1.38692213	0.045	0.017	1	Phlda2	other	NMPs
0.007568649	0.409436991	0.287	0.208	1	Sulf1	other	NMPs
0.007583086	0.295302677	0.185	0.119	1	Rcc1l	other	NMPs
0.007596005	0.410043231	0.259	0.183	1	Plin3	other	NMPs
0.007617069	0.398550912	0.197	0.129	1	Gm14325	other	NMPs
0.007618137	0.323382271	0.244	0.169	1	Fcho2	other	NMPs
0.007620876	0.830252145	0.074	0.037	1	Slc39a13	other	NMPs
0.007627546	0.319546296	0.393	0.293	1	2610318N02Rik	other	NMPs
0.007665753	0.375349172	0.316	0.231	1	Tbl3	other	NMPs
0.007667174	0.439129861	0.134	0.08	1	Map4k5	other	NMPs
0.007673271	0.311650779	0.259	0.178	1	Preb	other	NMPs
0.00768731	0.279464383	0.251	0.169	1	Abhd17c	other	NMPs
0.007715539	0.735786279	0.068	0.032	1	Tmem198b	other	NMPs
0.00774423	0.349669837	0.195	0.127	1	Klhdc4	other	NMPs
0.007775626	-0.166378754	0.932	0.911	1	mt-Atp8	other	NMPs
0.007777498	-0.250769409	0.588	0.623	1	Fam98b	other	NMPs
0.00779419	-0.639822524	0.214	0.271	1	H4c8	other	NMPs
0.007812387	1.396254906	0.036	0.012	1	Gm43466	other	NMPs
0.007837204	0.564260446	0.093	0.05	1	Emx2	other	NMPs
0.007852577	-2.474656547	0.002	0.02	1	D730044K07Rik	other	NMPs
0.00789982	0.158698528	0.807	0.712	1	Sec11a	other	NMPs
0.007937423	0.938950034	0.045	0.017	1	Selenoo	other	NMPs
0.007940088	0.191376534	0.834	0.709	1	Mrpl28	other	NMPs
0.007946349	0.351832253	0.414	0.327	1	Mgst1	other	NMPs
0.007987322	0.268483852	0.395	0.295	1	Drg2	other	NMPs
0.008001185	0.370994508	0.257	0.181	1	Rnf227	other	NMPs
0.008023718	0.369813949	0.299	0.214	1	Gemin2	other	NMPs
0.008029477	0.930741297	0.093	0.052	1	Gm49700	other	NMPs
0.008046003	0.291280438	0.389	0.29	1	Coq5	other	NMPs
0.008052461	0.636991378	0.1	0.055	1	Necap2	other	NMPs
0.008073343	0.424192374	0.108	0.06	1	Dnajc4	other	NMPs
0.008076743	0.229877447	0.295	0.209	1	Ppp1r35	other	NMPs
0.0080967	1.260108712	0.064	0.03	1	Mospd2	other	NMPs
0.008102628	0.508906812	0.214	0.149	1	Ttll12	other	NMPs
0.008120913	0.468010183	0.168	0.107	1	Gm8451	other	NMPs
0.008147816	0.774172721	0.055	0.023	1	Gm4950	other	NMPs
0.008157534	0.853582993	0.079	0.04	1	Dtwd2	other	NMPs
0.008188039	0.392428641	0.27	0.194	1	2310011J03Rik	other	NMPs
0.008195688	0.875371176	0.057	0.025	1	Gfpt2	other	NMPs
0.008218698	1.229809962	0.036	0.012	1	Gm5937	other	NMPs
0.008237175	0.273350697	0.499	0.402	1	Nup37	other	NMPs
0.008257506	0.306914242	0.316	0.231	1	Ap3s1	other	NMPs
0.008273307	0.133405409	0.949	0.903	1	Gm10036	other	NMPs
0.008278185	-0.418965788	0.48	0.513	1	Upf2	other	NMPs
0.008280347	-0.549208986	0.223	0.28	1	Agrn	other	NMPs
0.008301028	0.423504363	0.168	0.107	1	Gan	other	NMPs
0.008301667	0.295797162	0.399	0.307	1	Gm7536	other	NMPs
0.008343848	-0.174550606	0.89	0.881	1	Nt5dc2	other	NMPs
0.008378094	-1.146029254	0.045	0.084	1	Ston2	other	NMPs
0.00838553	0.279328696	0.291	0.208	1	Rnf5	other	NMPs
0.008397588	-0.236234118	0.609	0.638	1	Rps27rt	other	NMPs
0.008432985	0.267740812	0.569	0.471	1	Ergic2	other	NMPs
0.0084349	0.278814711	0.268	0.188	1	Tmem216	other	NMPs
0.008436153	0.637442287	0.072	0.035	1	Wwc1	other	NMPs
0.008454979	0.350689337	0.378	0.29	1	N6amt1	other	NMPs
0.008500407	0.180375156	0.856	0.819	1	Birc5	other	NMPs
0.00852044	-0.159434588	1	1	1	AC160336.1	other	NMPs
0.008530381	0.445302123	0.132	0.079	1	Kif21a	other	NMPs
0.008533479	1.120404867	0.064	0.03	1	Ifi30	other	NMPs
0.008553493	0.324718011	0.539	0.436	1	Mesd	other	NMPs
0.008554066	-0.337854464	0.648	0.642	1	Baz1b	other	NMPs
0.008612346	0.267476816	0.431	0.322	1	Dnajc24	other	NMPs
0.008643489	0.202897905	0.463	0.352	1	Snx17	other	NMPs
0.008677978	0.253983054	0.431	0.332	1	Nde1	other	NMPs
0.008679086	-1.218533073	0.025	0.059	1	Tmsb15b2	other	NMPs
0.008682957	0.980100578	0.062	0.028	1	B330016D10Rik	other	NMPs
0.008716981	-0.157610673	0.822	0.831	1	Uba52	other	NMPs
0.008721699	0.982463315	0.047	0.018	1	Tpk1	other	NMPs
0.008738952	-1.583226811	0.036	0.072	1	Ets1	other	NMPs
0.008742502	0.484998503	0.161	0.104	1	Deaf1	other	NMPs
0.008756356	-0.307911092	0.556	0.583	1	Mex3a	other	NMPs
0.008762949	0.239649818	0.59	0.476	1	Cript	other	NMPs
0.008772909	0.353354655	0.384	0.295	1	Rbmx2	other	NMPs
0.008779596	-0.81028932	0.132	0.184	1	Alpl	other	NMPs
0.008790953	0.337456986	0.344	0.25	1	Acads	other	NMPs
0.00879187	0.370133182	0.191	0.129	1	Epn2	other	NMPs
0.008825457	1.577713601	0.03	0.008	1	Gm50360	other	NMPs
0.008831918	0.516371271	0.17	0.111	1	Oxct1	other	NMPs
0.00883544	0.749639844	0.081	0.042	1	Lgr4	other	NMPs
0.008855017	0.181792918	0.406	0.295	1	Mrps10	other	NMPs
0.008872275	0.383007079	0.285	0.208	1	Med13	other	NMPs
0.00888239	0.98330934	0.093	0.052	1	Arg1	other	NMPs
0.008898573	0.166572181	0.883	0.809	1	Rab5if	other	NMPs
0.008901608	1.068599103	0.066	0.032	1	Prex2	other	NMPs
0.008943587	0.247049803	0.563	0.442	1	Selenos	other	NMPs
0.008943906	0.220580691	0.384	0.278	1	Slc35b1	other	NMPs
0.008949656	-1.149800101	0.049	0.089	1	Fggy	other	NMPs
0.008963477	-0.407669091	0.316	0.369	1	E130308A19Rik	other	NMPs
0.009001175	0.227766986	0.333	0.238	1	Elp4	other	NMPs
0.009077184	0.31920451	0.189	0.122	1	Adpgk	other	NMPs
0.009086517	0.145448294	0.936	0.874	1	Jpt1	other	NMPs
0.00909501	0.542508871	0.142	0.089	1	Tulp4	other	NMPs
0.009131128	0.240190698	0.403	0.31	1	Tmed1	other	NMPs
0.009143646	0.282850868	0.357	0.263	1	Wsb1	other	NMPs
0.009146597	1.375070594	0.03	0.008	1	Retreg1	other	NMPs
0.009161449	0.469766932	0.157	0.101	1	Armcx1	other	NMPs
0.009180471	0.302837038	0.386	0.285	1	Cep78	other	NMPs
0.009217298	0.356745968	0.223	0.152	1	Thap3	other	NMPs
0.009220025	0.286598941	0.174	0.111	1	Gm13339	other	NMPs
0.009241832	0.16946085	0.866	0.789	1	Mrpl21	other	NMPs
0.009247106	0.406943186	0.149	0.092	1	Acat1	other	NMPs
0.009257328	1.5286647	0.023	0.005	1	Grin3a	other	NMPs
0.009270599	1.342361209	0.038	0.013	1	Mgat4a	other	NMPs
0.00929205	0.523646784	0.119	0.07	1	Mef2d	other	NMPs
0.009305007	0.239058626	0.584	0.471	1	Kcmf1	other	NMPs
0.009326417	0.222937494	0.493	0.382	1	Lrrc42	other	NMPs
0.009332505	-0.334103688	0.427	0.481	1	Aqr	other	NMPs
0.00935135	0.253449699	0.295	0.211	1	Slc35a1	other	NMPs
0.009356226	0.345555724	0.132	0.079	1	Sp2	other	NMPs
0.009370385	0.133147106	0.911	0.861	1	1810058I24Rik	other	NMPs
0.009371255	0.309895354	0.437	0.343	1	Nudt19	other	NMPs
0.009375109	0.468579285	0.106	0.06	1	Junb	other	NMPs
0.009385184	0.328423808	0.376	0.278	1	Nkap	other	NMPs
0.009437134	0.710180603	0.079	0.04	1	Tmem119	other	NMPs
0.009454281	1.307406305	0.038	0.013	1	Gm40881	other	NMPs
0.009460348	-0.048609034	1	1	1	Fau	other	NMPs
0.009475176	0.275001021	0.48	0.377	1	Slc25a11	other	NMPs
0.009482162	-0.221705132	0.607	0.642	1	Srrt	other	NMPs
0.009503422	0.257553908	0.223	0.151	1	Max	other	NMPs
0.009531276	0.35063515	0.204	0.137	1	Gpx8	other	NMPs
0.009543117	0.264416672	0.251	0.174	1	Ints14	other	NMPs
0.009563126	0.237971678	0.573	0.466	1	Erg28	other	NMPs
0.00956812	1.196277644	0.038	0.013	1	Ccdc92	other	NMPs
0.00957446	0.44475913	0.079	0.04	1	Celf2	other	NMPs
0.009589926	-2.247647989	0.013	0.039	1	Uncx	other	NMPs
0.009635832	0.344974886	0.28	0.201	1	Tdg-ps2	other	NMPs
0.009651248	-0.717409034	0.159	0.213	1	Gm9625	other	NMPs
0.009680005	0.605092517	0.123	0.074	1	Gm37274	other	NMPs
0.009705241	-0.33115362	0.486	0.516	1	Asnsd1	other	NMPs
0.009718485	0.629156469	0.076	0.039	1	Trappc2	other	NMPs
0.009823627	0.335415223	0.389	0.308	1	Szrd1	other	NMPs
0.009824735	0.173422619	0.813	0.7	1	Wls	other	NMPs
0.009829754	0.18625031	0.582	0.462	1	Mrps28	other	NMPs
0.009847717	0.486151613	0.142	0.089	1	Herpud1	other	NMPs
0.009872304	0.293597083	0.401	0.312	1	1700123O20Rik	other	NMPs
0.009887671	0.164426528	0.881	0.827	1	Cyc1	other	NMPs
0.009889819	0.759576646	0.098	0.055	1	Gm12669	other	NMPs
0.009894093	0.926567334	0.068	0.034	1	Vps37c	other	NMPs
0.009912922	0.30674819	0.363	0.275	1	Akt1	other	NMPs
0.009994718	0.160542332	0.312	0.221	1	Endog	other	NMPs
0.01001006	0.352011941	0.251	0.176	1	Rbm45	other	NMPs
0.010036828	0.191992363	0.546	0.441	1	Ppp1cb	other	NMPs
0.010053755	-0.071533945	1	1	1	Eef1a1	other	NMPs
0.010056425	0.18119715	0.433	0.32	1	Farsb	other	NMPs
0.01005948	0.860946401	0.066	0.032	1	Gm15892	other	NMPs
0.010093552	0.084996774	0.968	0.973	1	Snrpd2	other	NMPs
0.01010901	0.285588721	0.261	0.184	1	Prps1l3	other	NMPs
0.010119918	0.236740012	0.229	0.157	1	Tcf7l2	other	NMPs
0.010126429	0.443267381	0.115	0.067	1	Klc4	other	NMPs
0.010141007	0.282331319	0.282	0.203	1	Kctd20	other	NMPs
0.010143569	0.689152421	0.062	0.028	1	Rnf128	other	NMPs
0.010178324	0.334491177	0.21	0.144	1	Rras2	other	NMPs
0.010195449	0.547192076	0.087	0.047	1	Ccn1	other	NMPs
0.010202079	0.274862652	0.289	0.204	1	Pym1	other	NMPs
0.010206862	0.193953103	0.592	0.477	1	Sde2	other	NMPs
0.010216651	0.766647044	0.104	0.06	1	Zswim1	other	NMPs
0.010263405	0.18622956	0.603	0.486	1	Ppp1r2	other	NMPs
0.010270451	0.199561686	0.416	0.307	1	Mrps23	other	NMPs
0.010290467	0.266060138	0.208	0.139	1	Hdhd2	other	NMPs
0.010308156	0.755931957	0.066	0.032	1	Fam57a	other	NMPs
0.010320867	0.888359855	0.051	0.022	1	Gm37060	other	NMPs
0.010323176	0.430316084	0.134	0.082	1	Ppm1l	other	NMPs
0.010331182	0.277437406	0.2	0.132	1	Ints2	other	NMPs
0.010341478	-1.085689016	0.047	0.085	1	Wdsub1	other	NMPs
0.010354895	0.200813592	0.588	0.486	1	Cdc20	other	NMPs
0.010422228	1.140616872	0.053	0.023	1	Rab20	other	NMPs
0.010467644	0.207918284	0.548	0.427	1	Coprs	other	NMPs
0.010472646	-1.387418652	0.025	0.057	1	Ngfr	other	NMPs
0.0105218	-0.233499392	0.554	0.596	1	Ccdc88a	other	NMPs
0.010534481	0.295676436	0.246	0.171	1	Mxra7	other	NMPs
0.01053711	-2.025699223	0.004	0.023	1	Wipf3	other	NMPs
0.01057553	0.236898472	0.299	0.216	1	Heatr3	other	NMPs
0.010586193	-0.943429032	0.07	0.114	1	R3hcc1l	other	NMPs
0.010601087	0.207741364	0.391	0.298	1	Dohh	other	NMPs
0.01062296	0.739231843	0.068	0.034	1	Stradb	other	NMPs
0.01062296	0.849609579	0.068	0.034	1	Ripk1	other	NMPs
0.010631174	-0.050808234	1	1	1	Rack1	other	NMPs
0.010666624	0.918886711	0.07	0.035	1	Gm17056	other	NMPs
0.010713316	-1.056602344	0.072	0.116	1	Lad1	other	NMPs
0.010721621	0.39641262	0.246	0.176	1	Plekha8	other	NMPs
0.010728634	0.263515412	0.263	0.186	1	Zmpste24	other	NMPs
0.010779582	1.631358685	0.032	0.01	1	Rpl19-ps1	other	NMPs
0.010795013	0.340573248	0.242	0.168	1	Trps1	other	NMPs
0.010809077	0.210642523	0.24	0.166	1	Ppp3r1	other	NMPs
0.010812575	0.818938757	0.07	0.035	1	Serinc5	other	NMPs
0.010814734	1.120095316	0.055	0.025	1	Fuca2	other	NMPs
0.010816212	0.493752098	0.151	0.095	1	B4galt2	other	NMPs
0.010851675	0.248703926	0.35	0.26	1	Mpdu1	other	NMPs
0.010876013	0.245296595	0.439	0.338	1	Usp22	other	NMPs
0.010879625	0.663155815	0.108	0.064	1	Fam43a	other	NMPs
0.010894424	0.663510822	0.07	0.035	1	Lbhd1	other	NMPs
0.010908065	0.219783036	0.331	0.24	1	Hmox2	other	NMPs
0.010936903	0.713928505	0.051	0.022	1	Gm18194	other	NMPs
0.010973492	0.176582703	0.561	0.452	1	Arhgap5	other	NMPs
0.01099866	0.416116602	0.178	0.117	1	Rragc	other	NMPs
